content,platform,time
最近几天总提示连接超时，服务器有问题么？,豌豆荚,2017-10-2123:45:32
视频播放有问题视频播放时拖动进度条会出现音频和视频不同时的现象,AppStore,2017-03-2209:02:55
陪我走过了一个又一个孤独无聊的夜晚良心软件,vivo应用商店,2018-01-0617:31:24
新版本。总是用用的就崩溃了。尤其是看gif多了。。。偶尔还弄得死机,豌豆荚,2017-10-2220:27:31
喷子聚集地,vivo应用商店,2017-12-1113:25:36
喷子多,小米应用商店,2018-01-0806:26:39
广告太多了,360手机助手,2017-10-1809:20:56
广告太多,应用宝,2017-11-1019:35:59
广告太多更新之后广告太多了我花钱是图啥,AppStore,2017-06-1415:49:46
更新完闪退10.11。。长点心吧。。。。。更新完闪退10.11。。长点心吧。。。。。,AppStore,2017-01-0414:05:47
用都用不了。连不上网，没法用，浪费老子一块钱。。。,AppStore,2017-01-2411:56:30
广告受不了,小米应用商店,2017-12-1421:01:42
浪费时间。。。,小米应用商店,2018-01-0219:11:59
垃圾广告败笔广告！为什么翻一翻照片莫名其妙蹦出来广告，乱七八糟的广告，费流量骗感情么,AppStore,2017-10-1021:12:08
每次开启都要卡顿很久,小米应用商店,2017-10-2503:40:14
加载gif图片后，滑着滑着，就卡顿加载gif图片后，滑着滑着，就卡顿,AppStore,2017-01-0413:59:22
差劲升级后的功能乱七八糟的，时间显示成了横屏，但内容还是竖屏的显示，体验超级差！,AppStore,2018-01-0418:50:27
差劲升级后的功能乱七八糟的，时间显示成了横屏，但内容还是竖屏的显示，体验超级差！,AppStore,2018-01-0418:50:27
评论总被删除乱删评论，应该抵制头条，推送的都是垃圾，总屏蔽评论！,AppStore,2017-01-0616:51:51
"差评不敢报真相的新闻app,不应该称名今日头条，应该叫做今日腊鸡",AppStore,2017-04-0611:49:38
作为一个新闻类app它太不专业了,豌豆荚,2017-10-2119:18:18
收费的居然还有广告我去年买了个表。真垃圾，收费版还加广告。离倒闭不远了,AppStore,2017-06-1306:41:05
这改的什么玩意，iPad版那么小差评，差评，太小了，脑残的设计,AppStore,2017-03-0222:57:01
广告多，内容没有考证。还不如买报纸(ノ=Д=)ノ┻━┻,豌豆荚,2017-10-2221:49:23
我下载之后怎么找不到了,vivo应用商店,2017-11-0312:31:25
今日头条6.3.9版本头条直播关注的页面怎么找不到了？,应用宝,2017-10-2610:07:18
内容越来越烂了是时间卸载了,AppStore,2017-09-0818:11:39
差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差安装这个后老是锁屏新闻卸载也没有用,vivo应用商店,2017-12-2914:08:53
更新后不支持分屏如题,AppStore,2017-01-2621:15:00
看视频老闪退，去年买了个表，也是够了,小米应用商店,2017-12-2000:14:54
反动信息集散地……负面太多，妖言惑众……,豌豆荚,2017-12-1921:16:25
垃圾广告太多！！！我可是花钱买的！能有点良心？！,AppStore,2017-03-1411:21:22
这个软件更新真有意思，“我的”这个选项，更新一次换一下地方，,小米应用商店,2017-11-2621:03:31
广告一大堆…差评真是服了你,AppStore,2017-09-1408:38:24
更新后不支持分屏，而且bug太多了如题，太烂了，bug真的太多了，这是测试版吗,AppStore,2017-04-1822:09:09
更新后不支持分屏，而且bug太多了如题，太烂了,AppStore,2017-03-2115:06:27
madan，视频一但错过了就看不了了，更新个鬼。,vivo应用商店,2017-12-2416:07:53
还要传身份证，，，，麻烦死,360手机助手,2017-11-2920:23:09
越更新越烂，动不动就断网，网络错误，再这么烂就卸载了,豌豆荚,2017-10-2218:09:46
和联想K920兼容性不好，频繁重启，黑屏！自动重启，闪退，卡顿！,豌豆荚,2017-10-2022:44:27
今日头条登录进去怎么跟妹子聊天吹牛逼,vivo应用商店,2018-01-0808:13:47
呵呵程序员叫我来给他个星星，没办法，其实不是很想给的，心机,小米应用商店,2017-11-1720:01:39
头条越来越不好用了，现在都不能微博登录了，以前的收藏的文章图片什么的都看不见了，气死我了,vivo应用商店,2017-12-1813:00:16
视频播放结束后开始有广告了，可老子花钱就是不想看广告！负分滚粗！,AppStore,2017-12-0416:08:01
视频播放结束后开始有广告了，可老子花钱就是不想看广告！负分滚粗！,AppStore,2017-12-0416:08:01
一直更新，很讨厌。,vivo应用商店,2017-11-0123:40:51
打不开这次更新完大部分内容都打不开，还有就是头条标题党太严重，对头条越来越失望了,AppStore,2017-01-0611:34:56
太烂了,豌豆荚,2017-10-2206:13:14
怎么回事啊，登录不上了，卸载在重新装也没用了,vivo应用商店,2017-12-1919:32:01
越更新越像是一坨屎，感觉说它是坨屎都在侮辱屎了，越更新越恶心，劳资再也不用了，为了喷你我再下载一次。真特么恶心的软件。,小米应用商店,2017-12-2918:57:35
越来越垃圾内容越来越差，关注人还有限制,AppStore,2017-08-3118:13:43
耗电巨大，没见过这么耗电的，坑，怎么设置都不行。,豌豆荚,2017-10-2208:05:09
文章质量差！不审核！就连标题都是错别字泛滥,豌豆荚,2017-10-2211:36:04
管理差，内容参差不齐，许多乱骂乱说的，垃圾,豌豆荚,2017-10-2118:09:59
莫名其妙的就被扣走了一块钱！！无耻！！无耻,AppStore,2017-09-0317:24:27
越更新越垃圾了。越更新越垃圾了。还强制关注排第一，用微信登陆，微信的头像是就是微信的logo，微信用这么多年没有事，居然被头条永久封号。,AppStore,2017-08-3109:21:07
用了五年头条了，现在的头条变了味，评论不是水军就是喷子，受够了，卸载了,小米应用商店,2018-01-0516:58:07
没意思的时候看一会儿头条，工作完毕了就看一会儿头条,vivo应用商店,2017-11-1616:47:07
骗人的App钱花了分屏哪去了？网易新闻不花钱的都带分屏，头条变成骗条了,AppStore,2017-05-2006:41:44
看头条根本停不下来,小米应用商店,2017-11-1719:19:54
呵呵，传销公司，全是内部人员，刚开主持人拿四个手机想撇清嫌疑，现在想想越撇清越有问题。,应用宝,2018-01-0700:13:04
为什么头条突然不能用了,vivo应用商店,2018-01-0421:57:15
就这种软件，真不明白为什么会火。评论区全是骂人的，一个个都在道貌岸然。这种软件迟早得黄。,小米应用商店,2017-10-3009:27:41
垃圾软件越更新越差以前还能下载新闻现在怎么下载都不知道了害'我爷爷不会用白费那么多话费,应用宝,2017-12-3118:04:58
垃圾，QQ号不能登陆，以前关注的不见了，评论也看不见，要你何用,小米应用商店,2017-12-1918:52:14
和uc有的一拼，纯纯的标题党！有些视频太重口味,豌豆荚,2017-10-2019:40:38
这个是盗版的,应用宝,2017-10-1616:47:37
新闻小编的水平不够高，错别字连天,豌豆荚,2017-10-2012:53:49
初次使用，还不知道,vivo应用商店,2017-12-3118:10:56
乱七八糟的内容烂,豌豆荚,2017-10-1901:31:18
和免费版其实一样和免费版其实一样，还是乱七八糟的广告,AppStore,2017-02-1511:05:06
这里面的文章差的滴血啊，另外还不适配状态栏变色，安卓平台就这么对待？？？？,豌豆荚,2017-10-2209:54:10
刚刚更新一直闪退，不超过五秒，频繁闪退，无法使用。,AppStore,2017-01-0414:50:12
微博登录取消了？现在不支持微博登录了？,AppStore,2017-10-0106:36:00
今天是抽风了吗，什么都没有,小米应用商店,2017-12-2918:53:21
错别字太多错别字太多，词不达意。,AppStore,2017-03-0512:27:45
每次要刷新都要往下拉一下，而且每次都是刷新几条。太烦了这种。新闻的分类也是乱七八糟的，而且内容太水了。,豌豆荚,2017-11-0718:37:45
新版保存图片的时候没有提示了，也不知道保存了没有,豌豆荚,2017-10-2116:26:43
监控默默陌陌具体核武器山中一夜雨死了都拖拉机不好看提不够，树杪百重泉,小米应用商店,2017-11-1719:56:40
它现在下载的书不能下载到外部sd卡啊？这手机怎么能受的了,豌豆荚,2017-10-2202:39:44
重复老旧新闻全是重复老旧新闻，全是乱七八糟的新闻，新闻，新闻，新闻，这个词都不知道什么意思，也是你叫今日头条,AppStore,2017-03-2321:59:58
今天更新头条就一直看不了粉丝的动态，视频也打不开，卸载了重新登录也登录不了，怎么回事啊,应用宝,2017-12-2000:16:59
经常掉线，卡顿！绝对差评。,百度手机助手,2017-10-1713:59:00
打不开从昨天开始打不开，不能刷新啊,AppStore,2017-01-1609:25:38
更新后小毛病真多。花了钱体验垃圾,AppStore,2017-04-0516:40:13
我现在就无法登录，以前的保存的，收藏的都没有了，气的我从新下一个,vivo应用商店,2017-12-1918:48:28
今日头条软件开发者脑子有病，从某个版本开始，就没有了手动控制播放！考虑过网络不好时，或者网速过低时的感受吗？还是你今日头条为大家的流量买单！！,小米应用商店,2017-12-0119:53:00
差评差评！越来越差，总是显示几条信息提示，可随便你怎么点就是去不了，差评！,AppStore,2017-02-1706:24:00
辣鸡东西登不进去,应用宝,2017-12-1919:56:48
登不进去。,应用宝,2017-12-1919:39:42
闪退闪退，各种闪退，越来越胡搞了！,AppStore,2017-01-0415:06:31
上拉拉不到之前看的位置，逼死我吗,小米应用商店,2018-01-0603:27:13
质量内容太差，不喜欢,豌豆荚,2017-10-2206:18:34
麻痹，第三方登录呢？,小米应用商店,2017-12-1918:45:06
日麻痹闪退花了一块钱买的，根本进不去……,AppStore,2017-01-0611:24:00
越更新越无耻，全是广告,豌豆荚,2017-10-2119:14:41
一升级就完蛋,豌豆荚,2017-10-2104:10:07
那么多广告，恶心,小米应用商店,2018-01-0621:23:06
看标题就够恶心了，内容也没什么质量。,豌豆荚,2017-10-2215:09:48
什么鬼?_????_??_????_??_????_??_???_?无限重启吃屎呢吧,豌豆荚,2017-12-2013:20:20
差评.收费了还插播广告.差评既然收费了还要插播广告，差评，差评，差评,AppStore,2017-06-1308:56:37
为啥评论不超过200字？差评,vivo应用商店,2017-12-1901:47:04
今日差评,豌豆荚,2017-10-2214:28:51
差评！一天比一天烂,小米应用商店,2017-11-0609:58:18
差，请水手删差评。,小米应用商店,2017-10-1409:11:52
收费了还有广告网页下还有广告..差评,AppStore,2017-08-0314:50:14
差评.收费了还插播广告.差评网页下还有广告..差评,AppStore,2017-07-0511:48:51
差评！！！更新后一直闪退更新后一直闪退，快修复！！,AppStore,2017-01-0612:37:02
最近老有闪退，不知道咋回事，还有的就是点开就进了爱奇艺。,vivo应用商店,2018-01-0521:07:14
你连烁堭潮州陶瓷网都不知道？,应用宝,2017-10-2019:03:34
不知道怎么样下载,vivo应用商店,2017-11-0911:29:00
不知道要怎么用谁能教下,豌豆荚,2017-10-2307:01:04
可怕，想什么推什么,小米应用商店,2017-11-1719:33:29
闪退可怕,AppStore,2017-01-0415:09:53
辣鸡！骗我钱！如题,AppStore,2017-03-1615:29:57
恶意软件这个应用是恶意软件，大家千万别装,AppStore,2017-02-0412:49:48
啥子东西越来越差劲,小米应用商店,2017-10-1920:59:44
烂越来越差劲,AppStore,2017-01-0620:55:35
好尴尬呀，一直登不上,vivo应用商店,2017-12-1920:01:03
越更新越差，目前看着看着就自己重启了。烦死,豌豆荚,2017-10-2207:15:55
三观不正,豌豆荚,2017-10-2111:54:04
讨厌,豌豆荚,2017-10-2207:31:36
弹出不良网页在看新闻时弹出黄色网页，垃圾以后不用,AppStore,2017-03-3112:36:21
什么垃圾活动，策划死他妈全家,小米应用商店,2017-12-2312:07:15
新版本作死，一直自动退出登陆，每次评论都要重新登陆！疯了！！！,豌豆荚,2017-10-2209:15:32
怎么不能QQ登陆个人账户，看不了评论了？头条怎么了？,vivo应用商店,2017-12-1918:35:38
收费了更新了还有广告今日头条这样下去你真的会……,AppStore,2017-09-0123:09:20
收费了还有广告今日头条这样下去你真的会……,AppStore,2017-08-1008:02:49
为什么今天用各种方式都无法登录？我以为软件有问题，删了后重新下载还是登录不了，是不是该杀一个程序猿祭天？,小米应用商店,2017-12-1920:02:58
更新后图标右上角有角标，而且没法关闭，垃圾,豌豆荚,2017-10-2206:04:11
始终连不上网它并没申请网络访问权限，并且设置里也没法添加，花一块钱买个不能用的，醉了,AppStore,2017-01-2600:00:29
差劲。,豌豆荚,2017-10-2207:15:53
差劲,豌豆荚,2017-10-2022:17:45
差评，系统登了一个小时都没登上，稀巴烂的系统，一会系统繁忙，一会系统繁忙，像你们这样客户体验稀烂，早晚把自己作死,小米应用商店,2017-12-1918:55:26
怎么没有微博登录了？？？？！！！！！,vivo应用商店,2017-10-2921:05:51
完全下载不了,豌豆荚,2017-10-2220:02:20
好，浪费了我大把青春,小米应用商店,2018-01-0219:10:53
废话不说,vivo应用商店,2017-12-0621:35:11
我去年买了个表，看视频就卡住，然后秒退，什么几把,小米应用商店,2017-12-2000:33:50
新版本闪退作为一个1块钱的app，居然都没有测试好就上线，太让人失望了，iphone7plus闪退,AppStore,2017-01-0612:28:21
"转发的链接打开后有""涉黄""嫌疑。",小米应用商店,2017-12-1419:34:18
头条君叫我来夸她，没办法，沉迷头条无法自拔,小米应用商店,2017-10-3018:50:37
垃圾，上当的感觉当初就是为了没有广告才买的pro版，现在这样出现和免费版有差别吗？真TM是诈骗,AppStore,2017-06-1417:06:55
